time (s),stimulus_on,orientation,neuron_1,neuron_2,neuron_3,neuron_4,neuron_5,neuron_6,neuron_7,neuron_8,neuron_9,neuron_10
58,0,,0.183501534,0.174366158,0.090310971,0.174203568,0.187531335,0.143334343,0.250391512,0.190932651,0.163956536,0.246550432
58.1,0,,0.221832162,0.277409681,0.141043448,0.13161919,0.248049201,0.128327525,0.220892092,0.232600871,0.208863578,0.235595076
58.2,0,,0.245440643,0.164478142,0.261915485,0.18208106,0.191199697,0.248683367,0.265561675,0.188627718,0.204189218,0.145991073
58.3,0,,0.228433649,0.128282412,0.048583104,0.109965769,0.175587716,0.198091862,0.256696125,0.187038019,0.21266691,0.253618699
58.4,0,,0.175442532,0.191894941,0.228800707,0.231761702,0.304912609,0.104017325,0.141500209,0.151082368,0.149146156,0.201338876
58.5,0,,0.111205728,0.163206657,0.17072242,0.147068168,0.228269198,0.183983204,0.08651113,0.258969982,0.237549413,0.220443585
58.6,0,,0.238251888,0.212940705,0.233529211,0.198008316,0.237227212,0.193638772,0.145273527,0.172013177,0.030797655,0.247062174
58.7,0,,0.20113863,0.216574624,0.226450778,0.143211654,0.211765433,0.178606675,0.197690318,0.173179135,0.232712624,0.21671706
58.8,0,,0.096545612,0.193212305,0.278109649,0.169246067,0.201688941,0.191792193,0.213731753,0.237671691,0.101176892,0.22385181
58.9,0,,0.250319293,0.143137833,0.21433589,0.21335214,0.210870896,0.284867072,0.165789791,0.174281394,0.114163037,0.132496549
59,0,,0.167737746,0.100834428,0.227762107,0.347102219,0.226849324,0.295270079,0.264130437,0.228605372,0.216327918,0.1334525
59.1,0,,0.160058291,0.179421563,0.142132702,0.189357048,0.288754798,0.202531247,0.238907643,0.126406685,0.239640297,0.179545292
59.2,0,,0.221866416,0.237299952,0.144481632,0.2049289,0.156157962,0.164515031,0.231522652,0.208264626,0.070249668,0.283429196
59.3,0,,0.259619109,0.211417993,0.285701148,0.232067266,0.154623867,0.168591649,0.182028975,0.235262161,0.215178841,0.221895206
59.4,0,,0.166332968,0.181398648,0.166515707,0.242753943,0.143371208,0.19580776,0.114609729,0.186967667,0.198060675,0.231675271
59.5,0,,0.206373204,0.115050386,0.272670253,0.195058252,0.185436748,0.191824291,0.204265897,0.175916539,0.210601845,0.127651684
59.6,0,,0.166385966,0.200578691,0.180455966,0.162391761,0.196415674,0.129154427,0.175332929,0.168234213,0.12766792,0.220613419
59.7,0,,0.198562797,0.181147026,0.252788308,0.155287945,0.273573253,0.217761757,0.098319493,0.193263153,0.115497158,0.16730838
59.8,0,,0.290367673,0.25260386,0.18807665,0.240618131,0.160510579,0.167824002,0.23321322,0.231912055,0.13714045,0.162040145
59.9,0,,0.214588884,0.239205534,0.27767261,0.202864047,0.211602423,0.272993219,0.189542782,0.224229276,0.103801809,0.259268581
60,1,0,0.191791965,0.22244419,0.244695453,0.318601153,0.146836853,0.216005412,0.21416711,0.258581506,0.19945913,0.219974692
60.1,1,0,0.353262858,0.292232396,0.187710768,0.261990945,0.516825418,0.300801842,0.332431813,0.251407998,0.417542096,0.274178495
60.2,1,0,0.477296738,0.371776263,0.296522013,0.407423968,0.487928081,0.406701091,0.43932249,0.432694601,0.424676507,0.402584943
60.3,1,0,0.770949341,0.552727681,0.459039137,0.443264962,0.799396859,0.45787951,0.423522961,0.495224294,0.61386174,0.382898705
60.4,1,0,0.789455712,0.547673829,0.47638025,0.534757578,0.797693334,0.579708002,0.536409779,0.542684682,0.787715966,0.488356022
60.5,1,0,0.930096507,0.564134832,0.48973754,0.496608339,0.929884731,0.577140459,0.536707538,0.627392682,0.952032273,0.548083621
60.6,1,0,1.03591807,0.634359207,0.561990568,0.619040377,1.065480735,0.552944667,0.626674424,0.588831404,1.085832878,0.653676594
60.7,1,0,1.177109143,0.571322277,0.636813817,0.702996748,1.070849482,0.575222726,0.631768205,0.695457733,1.022198051,0.72001311
60.8,1,0,1.077643227,0.733596039,0.669202311,0.722837142,1.084085846,0.674435375,0.681862006,0.679351898,1.217765461,0.611113879
60.9,1,0,1.177589304,0.655787607,0.745370417,0.726226353,1.178239686,0.72282232,0.691202245,0.697302062,1.178591336,0.776094351
61,1,0,1.150735565,0.738151157,0.612729834,0.777593225,1.176165098,0.698831108,0.640671831,0.722293968,1.183432904,0.651238651
61.1,1,0,1.198489356,0.758853905,0.716538579,0.708157056,1.161123831,0.753874146,0.735688107,0.594797183,1.202336573,0.6136078
61.2,1,0,1.084975377,0.639267317,0.711420594,0.655616293,1.121051409,0.676822912,0.503140566,0.674729015,1.131222843,0.634104808
61.3,1,0,1.070377622,0.672874338,0.562429165,0.683886715,1.084461361,0.636022441,0.579504886,0.618397142,1.045500086,0.613006742
61.4,1,0,0.922776064,0.533181823,0.504395104,0.565572703,1.034759795,0.484783423,0.651308326,0.541698837,0.934958256,0.564260281
61.5,1,0,0.835640772,0.48829584,0.507112536,0.491299837,0.869942105,0.513356376,0.503232969,0.565402265,0.807558629,0.479056322
61.6,1,0,0.72208896,0.436315923,0.459378258,0.397320623,0.614934485,0.291765876,0.483303503,0.45458222,0.715034577,0.411841615
61.7,1,0,0.515339553,0.371940485,0.482231619,0.292970225,0.56615308,0.244088356,0.363333811,0.314664192,0.593422206,0.354177073
61.8,1,0,0.35961717,0.292324676,0.238616109,0.290624566,0.304400408,0.230409676,0.141278994,0.232668356,0.399808427,0.335351541
61.9,1,0,0.23855041,0.260513021,0.202104977,0.20582832,0.15621457,0.220902008,0.311419718,0.250919271,0.235149016,0.173469825
62,0,,0.165007123,0.181497793,0.179670016,0.241773299,0.109150362,0.203200037,0.172985887,0.254940449,0.108954874,0.165623316
62.1,0,,0.176697252,0.290667719,0.142048353,0.258087162,0.210736374,0.183828035,0.15608424,0.237200009,0.218250777,0.215738435
62.2,0,,0.224004979,0.166679269,0.230092893,0.211168304,0.225077795,0.239053813,0.232409182,0.253029564,0.16676037,0.28777177
62.3,0,,0.244103824,0.228463408,0.221264313,0.156430192,0.206186525,0.292234471,0.243324337,0.222355265,0.128815972,0.200406396
62.4,0,,0.248752883,0.083100343,0.220676279,0.220126842,0.177623868,0.184977625,0.205486156,0.261299688,0.164466036,0.247016937
62.5,0,,0.255792976,0.222724173,0.15141486,0.281781535,0.238460211,0.235377451,0.275412126,0.220592701,0.1562309,0.225955839
62.6,0,,0.143881697,0.146053095,0.230146744,0.292386851,0.193693267,0.128878066,0.278491835,0.10624327,0.266713589,0.267398237
62.7,0,,0.189096363,0.260245694,0.128889202,0.138724139,0.213817612,0.223223005,0.238387095,0.148080801,0.175998445,0.196891938
62.8,0,,0.23328743,0.222608869,0.285719035,0.250326096,0.186797016,0.142342377,0.154011843,0.212077226,0.208739621,0.016826701
62.9,0,,0.231785467,0.292620652,0.12301765,0.243593015,0.20394763,0.272875052,0.286770439,0.159142746,0.095222963,0.134962221
63,0,,0.221199682,0.163807057,0.146312183,0.210123618,0.119591848,0.122045482,0.156703188,0.231972035,0.278665897,0.213207087
63.1,0,,0.245272083,0.164402794,0.205366544,0.129550428,0.237223206,0.171239276,0.195735005,0.258274158,0.132335461,0.177229564
63.2,0,,0.237497599,0.151431304,0.164628257,0.222972574,0.274795361,0.18066644,0.263137266,0.226573221,0.246009844,0.292783036
63.3,0,,0.236828985,0.078903006,0.216975804,0.251988603,0.167716778,0.243928722,0.195052652,0.163477107,0.053312076,0.137474026
63.4,0,,0.332058504,0.210154657,0.229415116,0.179752234,0.160897286,0.327454123,0.090582922,0.176093329,0.20653802,0.214230199
63.5,0,,0.178723327,0.224904657,0.202087414,0.130459311,0.269117025,0.239006185,0.150750378,0.252276705,0.100869359,0.216224575
63.6,0,,0.119916856,0.201329294,0.181925916,0.210732478,0.142199158,0.195664608,0.224694872,0.282662603,0.154303674,0.257734695
63.7,0,,0.178836348,0.159894864,0.180533594,0.181455126,0.20389504,0.172460095,0.244155889,0.148467142,0.259968205,0.201261137
63.8,0,,0.189538457,0.183393599,0.182185559,0.167483915,0.228589126,0.236282924,0.244837533,0.207807344,0.217146116,0.194634302
63.9,0,,0.26604944,0.202739878,0.210600758,0.098572039,0.171091591,0.243126916,0.134460243,0.157479596,0.26598047,0.197816457
64,0,,0.209607262,0.218370396,0.148342399,0.124417164,0.176417132,0.208166855,0.22446915,0.165145812,0.238310956,0.234553554
64.1,0,,0.280844174,0.262226441,0.169907483,0.186932992,0.227648508,0.19190747,0.244028577,0.214935597,0.126133093,0.217347346
64.2,0,,0.143007672,0.214595867,0.141508722,0.261337327,0.236038117,0.191439049,0.178305989,0.20221126,0.223617209,0.24359102
64.3,0,,0.237383402,0.220304361,0.225524833,0.127889177,0.12025169,0.171888134,0.200805104,0.264685043,0.20881171,0.223406288
64.4,0,,0.323926909,0.286803181,0.218624981,0.216480918,0.135362099,0.093857548,0.0974593,0.189503325,0.065871136,0.161149939
64.5,0,,0.203016375,0.227666173,0.203960048,0.174631167,0.230491476,0.193657301,0.186572487,0.177114982,0.213185829,0.160733471
64.6,0,,0.20286209,0.14521209,0.190102777,0.183887755,0.209296392,0.170644993,0.183429341,0.17000077,0.223935364,0.247333759
64.7,0,,0.167209133,0.257859267,0.158730367,0.316169931,0.227273371,0.203369553,0.200734841,0.180121944,0.160478114,0.236422123
64.8,0,,0.161040628,0.265702676,0.17678879,0.229138585,0.257123895,0.124369879,0.10515004,0.209549125,0.180757976,0.243337829
64.9,0,,0.226630415,0.302952295,0.147170117,0.16502894,0.166798492,0.220629703,0.186883627,0.156622028,0.184652239,0.153688378
65,1,45,0.247473839,0.221911873,0.208548967,0.204663242,0.14835671,0.164313008,0.209824135,0.153955042,0.303089834,0.287653593
65.1,1,45,0.304363348,0.405081755,0.326557742,0.307958935,0.340385749,0.33003246,0.316314543,0.226360628,0.2596403,0.395880113
65.2,1,45,0.237400646,0.55035916,0.482637141,0.451126411,0.394666246,0.487144483,0.356337653,0.356094544,0.333147597,0.490270135
65.3,1,45,0.47738962,0.62200016,0.337245893,0.47086199,0.542035442,0.702306298,0.455113756,0.468309551,0.4112667,0.676199515
65.4,1,45,0.464738553,0.842703731,0.510689766,0.542313916,0.495027289,0.774050856,0.527863296,0.544329079,0.544322772,0.845854376
65.5,1,45,0.579137706,0.995827877,0.53203433,0.505680754,0.646208302,0.914517371,0.575401579,0.48182719,0.442868802,0.923766821
65.6,1,45,0.632554821,1.102437088,0.530232814,0.651309967,0.513663112,1.121080376,0.695918178,0.65791871,0.564043223,1.058257828
65.7,1,45,0.676693717,1.158688043,0.68485667,0.69500064,0.62454179,1.155502221,0.541929675,0.633076136,0.645540812,1.131611915
65.8,1,45,0.74598172,1.228377905,0.673912263,0.63239098,0.740933695,1.164472314,0.536453632,0.546441091,0.555973695,1.123393667
65.9,1,45,0.731383078,1.234375798,0.604953891,0.688269822,0.734697387,1.28173974,0.592659516,0.648674215,0.642990042,1.230182161
66,1,45,0.69184391,1.026416823,0.656658061,0.803442425,0.677095615,1.167846615,0.723527508,0.7457258,0.62125765,1.262490869
66.1,1,45,0.626191625,1.19835873,0.641045264,0.711396347,0.668208252,1.163561708,0.729615361,0.683073678,0.705530926,1.175897378
66.2,1,45,0.662859925,1.1695096,0.641463116,0.651602505,0.626843615,1.140272358,0.587295983,0.671883171,0.681495227,1.097842613
66.3,1,45,0.735161301,1.105805339,0.511120957,0.612273361,0.659293534,1.130252564,0.665766016,0.620252926,0.659592678,0.950558337
66.4,1,45,0.43260881,0.993829333,0.599293311,0.589004765,0.540067534,0.951658563,0.538705604,0.676238398,0.603541934,0.93269039
66.5,1,45,0.525872409,0.859774464,0.417442922,0.489633414,0.448831444,0.823151094,0.566444052,0.508124102,0.470547214,0.798070483
66.6,1,45,0.392922309,0.664228744,0.331008987,0.316991247,0.416707051,0.611086988,0.393054323,0.387167443,0.334679051,0.63579282
66.7,1,45,0.315168832,0.507147771,0.366033545,0.344598089,0.329824163,0.519270926,0.413494769,0.340607062,0.301822687,0.447785717
66.8,1,45,0.269577634,0.36772646,0.274390864,0.19079164,0.286433488,0.347821734,0.332050212,0.267456309,0.310663105,0.336713686
66.9,1,45,0.224922209,0.200237264,0.183154153,0.300242651,0.322736565,0.187253787,0.232201268,0.281916376,0.167594262,0.245407186
67,0,,0.154987123,0.190008567,0.23385421,0.132630951,0.159674284,0.231445812,0.303239265,0.243623445,0.226104109,0.27560869
67.1,0,,0.198400375,0.217015247,0.245786253,0.220909184,0.139965755,0.190966201,0.230159632,0.273362622,0.231961276,0.273210062
67.2,0,,0.241895246,0.184643625,0.300088777,0.148297271,0.239873414,0.169342372,0.222301898,0.13553388,0.234777432,0.291618195
67.3,0,,0.223561924,0.138410199,0.242770248,0.182309257,0.185214553,0.166874082,0.13005271,0.184673266,0.199429329,0.268080463
67.4,0,,0.206530631,0.135909799,0.229357325,0.353154469,0.16815493,0.203609299,0.103282558,0.16451849,0.22630964,0.211015036
67.5,0,,0.116184054,0.194129546,0.298739232,0.195411345,0.188287767,0.201610026,0.239290987,0.21157476,0.229305943,0.204218908
67.6,0,,0.073444209,0.263588603,0.190277507,0.164383127,0.234084508,0.107964745,0.284239657,0.215592921,0.246402833,0.161883279
67.7,0,,0.174667319,0.128769527,0.320688013,0.247423864,0.184277574,0.17131734,0.304125588,0.221841495,0.263251172,0.206472779
67.8,0,,0.235193491,0.242758871,0.181057959,0.215264866,0.189998878,0.167626245,0.207062541,0.202597598,0.318335037,0.276901719
67.9,0,,0.29388787,0.202079884,0.150638738,0.181588666,0.160236811,0.159972241,0.163970694,0.191899178,0.253001774,0.232146
68,0,,0.25819664,0.196932968,0.166698368,0.119291788,0.218878589,0.18993454,0.185908409,0.188906312,0.209258388,0.15207638
68.1,0,,0.253213365,0.313545659,0.221934314,0.148745157,0.137961854,0.213164952,0.129215756,0.209858063,0.209060504,0.216245974
68.2,0,,0.286579755,0.163097735,0.212896621,0.238733074,0.089181744,0.108126707,0.311142746,0.235830793,0.291243038,0.247424463
68.3,0,,0.257792117,0.118131105,0.273938221,0.216583798,0.205558503,0.215144982,0.160574825,0.253016688,0.204379904,0.152570138
68.4,0,,0.133553178,0.249858886,0.187557692,0.256892399,0.051875759,0.214198149,0.185092664,0.158079685,0.321902314,0.252925793
68.5,0,,0.034674477,0.216793993,0.175671732,0.198479429,0.189107007,0.185362381,0.23874988,0.17888238,0.227299979,0.173116903
68.6,0,,0.116619572,0.032705623,0.320947915,0.190599459,0.19471069,0.19552066,0.138502966,0.250827646,0.182193283,0.155239144
68.7,0,,0.142041355,0.260881556,0.190031135,0.243401909,0.223470592,0.23283168,0.185107906,0.222448395,0.182686076,0.15979496
68.8,0,,0.146663316,0.242985956,0.293883228,0.237701258,0.268012777,0.157754912,0.192693795,0.187296684,0.138449082,0.126060307
68.9,0,,0.191026953,0.147307171,0.327672708,0.149801905,0.223417347,0.138066844,0.149458342,0.249948452,0.217605161,0.112619871
69,0,,0.231739142,0.174469368,0.134732843,0.281658585,0.200904953,0.12227477,0.214092945,0.241455881,0.225931843,0.180375385
69.1,0,,0.125309516,0.151165541,0.236179357,0.168995523,0.298595632,0.207443112,0.175504563,0.177883419,0.135586604,0.242533175
69.2,0,,0.237700724,0.189584548,0.21193059,0.215630775,0.222512088,0.253672927,0.198661117,0.236193905,0.241561179,0.206499188
69.3,0,,0.283520152,0.289204697,0.130156351,0.219613219,0.094452588,0.226051303,0.202975956,0.19061112,0.165264198,0.095888755
69.4,0,,0.122417987,0.204067334,0.157628969,0.194397429,0.098689628,0.193361857,0.18751078,0.245489799,0.216161102,0.236520912
69.5,0,,0.189881878,0.169368181,0.18594639,0.18324084,0.172065329,0.16289286,0.164442827,0.11873059,0.25146297,0.200972476
69.6,0,,0.162773402,0.295580861,0.150753045,0.202875494,0.219805974,0.17934842,0.160103502,0.148085566,0.151200619,0.263560414
69.7,0,,0.185875194,0.285344499,0.13250243,0.152619452,0.152403327,0.27237829,0.22134849,0.216291326,0.204217651,0.156676327
69.8,0,,0.159984851,0.092276169,0.254696911,0.181905956,0.223745465,0.315527123,0.194769544,0.185991081,0.25031456,0.238344277
69.9,0,,0.091360024,0.208770972,0.258818356,0.304995039,0.17442144,0.223253879,0.156206326,0.234619951,0.1994472,0.186300766
70,1,90,0.279040817,0.166833043,0.120059917,0.262127784,0.092644118,0.233963825,0.220554018,0.196005205,0.157944247,0.315770019
70.1,1,90,0.188336446,0.336760765,0.328364058,0.259809252,0.243903485,0.25724603,0.356085456,0.245193952,0.239031898,0.261548062
70.2,1,90,0.307560344,0.392335807,0.450435344,0.314247185,0.26490058,0.268210011,0.501938437,0.346524725,0.331652522,0.28585634
70.3,1,90,0.590712004,0.506458102,0.543730831,0.478216294,0.404690071,0.540363984,0.59363502,0.463849792,0.470067883,0.310899485
70.4,1,90,0.54462845,0.472193549,0.853791983,0.406536446,0.460346027,0.5039866,0.812806451,0.412002261,0.490696051,0.474744517
70.5,1,90,0.420697243,0.523515385,0.95295543,0.533370826,0.488054408,0.535464376,0.938857273,0.569857303,0.637851577,0.512217403
70.6,1,90,0.681465876,0.619729739,0.99334049,0.575013389,0.668202851,0.581800837,1.001067515,0.715422586,0.60265624,0.560668735
70.7,1,90,0.650589515,0.744697515,1.098463565,0.602904802,0.665203222,0.714046245,1.126869236,0.565175719,0.627372537,0.713038243
70.8,1,90,0.642880052,0.680778205,1.230776234,0.629726713,0.718602825,0.622944997,1.258637883,0.742939437,0.806571023,0.70846401
70.9,1,90,0.732549431,0.728372769,1.260334031,0.771835139,0.737181805,0.796393376,1.279904713,0.722490274,0.693255454,0.630567277
71,1,90,0.735163652,0.631285968,1.26648547,0.682272468,0.621607015,0.707265943,1.175718836,0.687079058,0.698512426,0.74124083
71.1,1,90,0.691316373,0.698037219,1.241785771,0.663274959,0.702313433,0.720129839,1.234811447,0.733796081,0.728603251,0.678782028
71.2,1,90,0.70779885,0.65250406,1.200216158,0.707657302,0.608545222,0.676136756,1.091607608,0.704567297,0.663854666,0.634786184
71.3,1,90,0.633599416,0.645001263,0.956067417,0.58674184,0.655727998,0.633175226,0.947137421,0.602220223,0.533819208,0.597983688
71.4,1,90,0.63620991,0.603149521,0.871604936,0.549545424,0.522334932,0.561072404,0.86019759,0.546543959,0.471688854,0.502823271
71.5,1,90,0.501775423,0.552552875,0.746440864,0.509515426,0.492340977,0.467776373,0.908825589,0.550400507,0.453852165,0.483375128
71.6,1,90,0.458789143,0.482286691,0.623457518,0.431376567,0.41955646,0.412586325,0.736884772,0.45540883,0.471014954,0.459955685
71.7,1,90,0.297941894,0.368267944,0.438700852,0.337129744,0.374143406,0.351092437,0.507245783,0.305743352,0.397782515,0.257691743
71.8,1,90,0.32836666,0.389618691,0.377832377,0.202846782,0.197179864,0.246706726,0.33986624,0.229026968,0.240004519,0.272544778
71.9,1,90,0.198721361,0.132633833,0.177545029,0.259597781,0.234080298,0.206856157,0.183655744,0.239202002,0.194647405,0.21705742
72,0,,0.170235169,0.176562068,0.123975575,0.242826068,0.158395287,0.124647552,0.247822324,0.241848833,0.14607097,0.128343426
72.1,0,,0.121472405,0.156999656,0.221610722,0.106769041,0.269032496,0.228140957,0.207487402,0.157371807,0.153626659,0.227616871
72.2,0,,0.152281796,0.201713517,0.160262726,0.16334163,0.199003241,0.196537687,0.157446947,0.277287406,0.324041622,0.091573213
72.3,0,,0.138662107,0.24904618,0.21079647,0.272606921,0.210077235,0.230852096,0.21489392,0.221387132,0.1835145,0.176553426
72.4,0,,0.187148444,0.29978596,0.292219588,0.098349599,0.140461297,0.186602806,0.229711197,0.281331856,0.248805742,0.26666279
72.5,0,,0.201822722,0.1961879,0.202001303,0.162705284,0.189480139,0.177832831,0.303314069,0.251729122,0.246598357,0.12321605
72.6,0,,0.269386639,0.237038479,0.222565292,0.139840994,0.236233019,0.229660367,0.173262106,0.233736618,0.161803419,0.157818858
72.7,0,,0.216597004,0.253889448,0.17172519,0.161395416,0.230714114,0.197669543,0.218104713,0.22135722,0.255809493,0.112973864
72.8,0,,0.314768193,0.147445361,0.155201368,0.189818877,0.165181849,0.229366227,0.122726998,0.216486259,0.188004259,0.290342027
72.9,0,,0.292324916,0.146886559,0.15093969,0.267542972,0.246120476,0.267044566,0.256245038,0.216870373,0.204576376,0.174877313
73,0,,0.254861542,0.163193808,0.259479397,0.239865959,0.217370918,0.148041466,0.202658691,0.191474877,0.198092366,0.151893247
73.1,0,,0.151037972,0.252307472,0.318979526,0.231308674,0.207844078,0.230350476,0.22719416,0.185277854,0.228773742,0.206213878
73.2,0,,0.213250114,0.349664032,0.249268732,0.262936614,0.191028546,0.148296247,0.280874795,0.222507161,0.204978991,0.158259934
73.3,0,,0.184010812,0.14101638,0.118653687,0.26886672,0.262502244,0.243885129,0.189387281,0.27964659,0.196078593,0.202882336
73.4,0,,0.218172713,0.135353719,0.226741145,0.271017521,0.10409891,0.288011778,0.247609114,0.216089501,0.298905584,0.289205479
73.5,0,,0.285327709,0.111530053,0.179083288,0.20820219,0.108621837,0.172366718,0.207534471,0.114648397,0.075615246,0.225596362
73.6,0,,0.171808951,0.228907403,0.178571465,0.215154089,0.170561922,0.227303652,0.150259481,0.201442767,0.219198321,0.173347233
73.7,0,,0.118598154,0.133209837,0.181323107,0.20785884,0.271731736,0.230876368,0.175057056,0.143385706,0.130919374,0.084166716
73.8,0,,0.267580358,0.160857916,0.130314613,0.277018873,0.163504313,0.311131475,0.220037901,0.166029828,0.160909295,0.28399984
73.9,0,,0.204890902,0.220930803,0.201013405,0.135291011,0.130364039,0.326159434,0.178578519,0.227214304,0.201363746,0.25187512
74,0,,0.224287049,0.222821828,0.18490631,0.222883391,0.238609784,0.27549113,0.171284487,0.153139467,0.267823213,0.215474683
74.1,0,,0.204906396,0.234314706,0.214103656,0.149050466,0.250347436,0.197182025,0.19860195,0.139384545,0.159803198,0.205161272
74.2,0,,0.187147363,0.250140414,0.055369439,0.191667362,0.126662233,0.170366084,0.216976516,0.252803867,0.2033575,0.184414966
74.3,0,,0.201649967,0.182635636,0.222357993,0.215498884,0.268576438,0.199564087,0.100449214,0.232159405,0.263297331,0.147260046
74.4,0,,0.161745763,0.247882333,0.236790811,0.172163397,0.044582422,0.176908824,0.171528604,0.21157345,0.287834039,0.209793186
74.5,0,,0.131817504,0.118091199,0.175877724,0.229373683,0.169269523,0.197506422,0.204582798,0.202918272,0.213727029,0.181313716
74.6,0,,0.244150027,0.232957279,0.241367639,0.146676922,0.166344015,0.206928696,0.191504008,0.297769489,0.183193778,0.144611211
74.7,0,,0.23702264,0.220263148,0.258608487,0.220386868,0.26424164,0.32404056,0.2519381,0.259002711,0.072439958,0.256167418
74.8,0,,0.124261739,0.25044793,0.223664273,0.198131134,0.209118274,0.210729327,0.232796311,0.188316817,0.278329762,0.120383333
74.9,0,,0.193972441,0.218087551,0.189564633,0.235863336,0.217046094,0.146337845,0.254670912,0.194462314,0.191493717,0.169974796
75,1,135,0.281029145,0.179949886,0.302084964,0.16099953,0.228387213,0.161713895,0.114177285,0.221983803,0.242115553,0.204812212
75.1,1,135,0.306145951,0.308742583,0.28140092,0.338948316,0.241157809,0.33854586,0.391096791,0.46544938,0.325545837,0.261580227
75.2,1,135,0.336691252,0.416261758,0.376601268,0.532593419,0.235422602,0.285865656,0.325083444,0.54055891,0.374087328,0.405609756
75.3,1,135,0.417329687,0.467057266,0.509341109,0.575999226,0.415521054,0.522249007,0.460753205,0.688518203,0.473475975,0.418541324
75.4,1,135,0.531031496,0.478841826,0.473709659,0.826929082,0.496723325,0.523596641,0.515100902,0.853213012,0.501774571,0.500201322
75.5,1,135,0.564554637,0.514541652,0.497053742,0.966122452,0.577399077,0.627041549,0.547986616,0.88581931,0.575827804,0.718707161
75.6,1,135,0.631777247,0.594974333,0.588574053,1.202471249,0.571241886,0.651673034,0.619833712,1.006991131,0.727312561,0.624898658
75.7,1,135,0.765885277,0.711483803,0.656962509,1.165631483,0.656831711,0.717066268,0.702408974,1.078455524,0.668045908,0.641203344
75.8,1,135,0.759534755,0.665187009,0.780348843,1.089211117,0.580277455,0.641474984,0.644327636,1.172155895,0.623610252,0.629869461
75.9,1,135,0.676354851,0.74376739,0.695316037,1.201725668,0.763078012,0.67990293,0.752413266,1.268728955,0.675994265,0.64673697
76,1,135,0.6253749,0.634087571,0.721914348,1.090501343,0.736083919,0.697739546,0.738908742,1.159980561,0.749311831,0.660309751
76.1,1,135,0.609393465,0.638697344,0.717482692,1.122576296,0.759162772,0.679375571,0.745622875,1.113722498,0.655074085,0.733981888
76.2,1,135,0.598197452,0.573388522,0.69196399,1.126951461,0.62324642,0.665073183,0.674077758,1.146949816,0.665162023,0.631271123
76.3,1,135,0.65247685,0.66246921,0.586005213,1.042334536,0.504994938,0.587253612,0.562545446,1.043357648,0.664694165,0.624854107
76.4,1,135,0.662873753,0.615917193,0.644682307,0.849141273,0.640647155,0.698262569,0.550377964,0.929791544,0.578481128,0.571038068
76.5,1,135,0.492421047,0.559177276,0.379131289,0.89764335,0.489380052,0.596301192,0.480747749,0.802293409,0.437523878,0.553078519
76.6,1,135,0.430245098,0.472550824,0.511209532,0.69912351,0.460965711,0.422999171,0.584731075,0.671743892,0.484222404,0.398999789
76.7,1,135,0.429600107,0.384019495,0.413802951,0.510314197,0.262692278,0.306418259,0.384439505,0.483654166,0.364225235,0.351661003
76.8,1,135,0.236994185,0.268145772,0.357189954,0.387699313,0.319529898,0.357014739,0.29680431,0.388124707,0.30311647,0.326120523
76.9,1,135,0.205017765,0.238680579,0.204957947,0.28207851,0.185908771,0.127574609,0.207076931,0.283059985,0.241911537,0.120714478
77,0,,0.254096007,0.153654588,0.089742026,0.149083928,0.104594108,0.113347473,0.22044152,0.103014537,0.200660772,0.183081804
77.1,0,,0.217701991,0.158212384,0.080537409,0.258064463,0.127906826,0.141826996,0.296709711,0.18098813,0.18351899,0.230671775
77.2,0,,0.171247524,0.143940743,0.169113434,0.241348664,0.248421558,0.167069443,0.203891214,0.236406981,0.139462647,0.174532629
77.3,0,,0.182579425,0.231297493,0.158456813,0.173065296,0.241994494,0.101094226,0.234177141,0.284417303,0.203768821,0.242233019
77.4,0,,0.202391085,0.224565829,0.192680625,0.175520825,0.239107358,0.217841504,0.158357023,0.116685043,0.202316896,0.164854808
77.5,0,,0.121302204,0.204284422,0.174255722,0.13355325,0.243915798,0.260041535,0.202128533,0.205731508,0.182283006,0.047736831
77.6,0,,0.278306589,0.211037527,0.315537953,0.218622792,0.207342891,0.180243826,0.236969348,0.176736826,0.196516809,0.282955448
77.7,0,,0.149105317,0.189798462,0.196334657,0.060862171,0.257692761,0.131019063,0.194435913,0.203217112,0.157439156,0.165678385
77.8,0,,0.222697698,0.178132967,0.177179703,0.253123397,0.206445705,0.240562156,0.2088422,0.218882649,0.174212412,0.153700031
77.9,0,,0.202393558,0.195585438,0.126619231,0.271588431,0.281057267,0.185849794,0.170872338,0.234098356,0.223652698,0.250173917
78,0,,0.13805965,0.194237501,0.14236503,0.221371846,0.203911336,0.15119821,0.158198236,0.17898655,0.220201154,0.271780564
78.1,0,,0.268525918,0.217491424,0.188282151,0.136891443,0.243735118,0.191917205,0.182890125,0.294348482,0.193193467,0.177603982
78.2,0,,0.205805204,0.156197881,0.190657185,0.122714389,0.138194265,0.183151808,0.146404447,0.233189574,0.212721342,0.195024597
78.3,0,,0.261591705,0.229850713,0.368232634,0.196718165,0.222412189,0.103113982,0.133791364,0.228610765,0.221117642,0.214534015
78.4,0,,0.211206831,0.192280575,0.262626031,0.277138434,0.173059654,0.226019727,0.184335195,0.231498559,0.167559998,0.20264538
78.5,0,,0.228536783,0.151526558,0.143115672,0.140326972,0.243587209,0.120456797,0.219087768,0.152214412,0.145481377,0.183539459
78.6,0,,0.302365558,0.210367301,0.172564304,0.135345756,0.324399342,0.217328474,0.201473555,0.278863859,0.176357536,0.183495569
